ocity_code,dcity_code,WILL_Idx,REAL_Idx,O_X,O_Y,D_X,D_Y
110000,442000,0.04122224,0.00333334,116.4126385,40.18563339,113.393566,22.51990101
110000,450100,0.12449998,0.00427778,116.4126385,40.18563339,108.4636676,23.05718804
110000,450300,0.13044444,0.00277778,116.4126385,40.18563339,110.5132367,25.35528295
110000,450500,0.08644444,0.00216668,116.4126385,40.18563339,109.3395776,21.66765625
110000,451000,0.00405556,0.00061112,116.4126385,40.18563339,107.0224769,23.66848613
110000,460100,0.21444446,0.00477778,116.4126385,40.18563339,110.4187058,19.85391516
110000,460200,0.34794444,0.0065,116.4126385,40.18563339,109.4176502,18.36383601
110000,500000,0.73033336,0.03255554,116.4126385,40.18563339,107.8744696,30.05717426
110000,510100,1.04755556,0.03816668,116.4126385,40.18563339,103.9295662,30.65357737
110000,510500,0.00672222,0.00061112,116.4126385,40.18563339,105.450548,28.55262513
110000,510600,0.00811112,0.00072222,116.4126385,40.18563339,104.4348366,31.13004501
110000,510700,0.05344444,0.00394444,116.4126385,40.18563339,104.7029471,31.8491318
110000,510800,0.0466111,0.00455556,116.4126385,40.18563339,105.7824115,32.26212119
110000,510900,0.00588888,0.00088888,116.4126385,40.18563339,105.471582,30.63179483
110000,511100,0.04216666,0.002,116.4126385,40.18563339,103.5694811,29.21577684
110000,511300,0.06805554,0.0055,116.4126385,40.18563339,106.2036822,31.19562197
110000,511400,0.00788888,0.00055556,116.4126385,40.18563339,103.6613862,30.08398154
110000,511500,0.021,0.00183334,116.4126385,40.18563339,104.6352483,28.57370736
110000,511600,0.00633334,0.00083334,116.4126385,40.18563339,106.663278,30.42638697
110000,511700,0.04383334,0.00527778,116.4126385,40.18563339,107.6447699,31.36620048
110000,511900,0.05338888,0.00861108,116.4126385,40.18563339,107.0375856,32.017158
110000,513300,0.02611112,0.00055556,116.4126385,40.18563339,99.99732028,30.94882592
110000,520100,0.18488886,0.00700002,116.4126385,40.18563339,106.7069334,26.84251645
110000,520300,0.05722222,0.00277778,116.4126385,40.18563339,107.0852226,28.16896157
110000,520500,0.0065,0.00066666,116.4126385,40.18563339,105.212582,27.06646973
110000,520600,0.02761112,0.0021111,116.4126385,40.18563339,108.5420428,27.97106856
110000,522700,0.01588888,0.00116668,116.4126385,40.18563339,107.2503241,26.0138234
110000,530100,0.3255,0.00994446,116.4126385,40.18563339,102.8727812,25.38683915
110000,530600,0.00511112,0.00055556,116.4126385,40.18563339,104.0020438,27.65346097
110000,530700,0.02405556,0.00055556,116.4126385,40.18563339,100.523957,26.94064927
110000,532800,0.05133334,0.0016111,116.4126385,40.18563339,100.8887389,22.11206248
110000,532900,0.06616666,0.00155556,116.4126385,40.18563339,100.0391885,25.72801376
110000,540100,0.45522222,0.012,116.4126385,40.18563339,91.08983076,30.03732204
110000,610100,1.80244446,0.10744444,116.4126385,40.18563339,108.7914631,34.10717435
110000,610200,0.00572222,0.00133334,116.4126385,40.18563339,109.0331555,35.1960268
110000,610300,0.09627776,0.00833334,116.4126385,40.18563339,107.2008116,34.37893087
110000,610400,0.14411112,0.01344444,116.4126385,40.18563339,108.3901729,34.7849521
110000,610500,0.23533332,0.0297222,116.4126385,40.18563339,109.8513244,34.94933878
110000,610600,0.23683332,0.01516666,116.4126385,40.18563339,109.3153279,36.43705706
110000,610700,0.06027778,0.00333334,116.4126385,40.18563339,107.1030166,33.09050203
110000,610800,0.2651111,0.03816668,116.4126385,40.18563339,109.5659762,38.03854295
110000,610900,0.05166668,0.00483334,116.4126385,40.18563339,108.9262447,32.75748098
110000,611000,0.01016666,0.002,116.4126385,40.18563339,109.9008772,33.64791752
110000,620100,0.2958889,0.01261112,116.4126385,40.18563339,103.6378777,36.355194
110000,620400,0.01805556,0.00233334,116.4126385,40.18563339,105.0238868,36.23132302
110000,620500,0.05683334,0.005,116.4126385,40.18563339,105.7377839,34.64732994
110000,620800,0.0325,0.0041111,116.4126385,40.18563339,107.2299847,35.19846591
110000,621000,0.07227778,0.01266666,116.4126385,40.18563339,107.5905094,36.16249081
110000,621100,0.00861112,0.001,116.4126385,40.18563339,104.4529881,35.11963209
110000,621200,0.0531111,0.00494444,116.4126385,40.18563339,105.2219039,33.59690725
110000,630100,0.122,0.00405556,116.4126385,40.18563339,101.4368998,36.82579654
110000,640100,0.27233332,0.01966666,116.4126385,40.18563339,106.0829326,38.51390127
110000,640200,0.01755554,0.00305556,116.4126385,40.18563339,106.5124476,39.00628937
110000,640300,0.01666668,0.0026111,116.4126385,40.18563339,106.527135,37.46237905
110000,640500,0.02188888,0.00177778,116.4126385,40.18563339,105.5013166,37.01284548
110000,650100,0.43672222,0.01255554,116.4126385,40.18563339,87.78095236,43.73150711
110000,650500,0.02244446,0.00127778,116.4126385,40.18563339,93.51478478,43.03902053
110000,652300,0.00661112,0.00055556,116.4126385,40.18563339,89.78842391,44.34467412
110000,653100,0.02566666,0.00055556,116.4126385,40.18563339,77.22007367,38.15819385
110000,654000,0.02522222,0.00072222,116.4126385,40.18563339,82.07710089,43.43282098
110000,810000,0.145,0.00344446,116.4126385,40.18563339,114.1294814,22.3800927
120000,110000,41.051445,13.60483342,117.3448434,39.28473222,116.4126385,40.18563339
120000,130100,5.09744434,1.53050004,117.3448434,39.28473222,114.4394938,38.13053735
120000,130200,21.82105598,9.54105548,117.3448434,39.28473222,118.3378454,39.71328451
120000,130300,10.25722236,2.76999998,117.3448434,39.28473222,119.1874189,40.08524437
120000,130400,2.647,0.87866664,117.3448434,39.28473222,114.5429506,36.55244711
120000,130500,1.99388886,0.66405556,117.3448434,39.28473222,114.799974,37.28729441
120000,130600,12.15383342,4.12222228,117.3448434,39.28473222,115.1711311,39.0215841
120000,130700,2.6158889,0.68883336,117.3448434,39.28473222,115.0318418,40.86491896
120000,130800,5.36705552,1.43211112,117.3448434,39.28473222,117.5470245,41.34722488
120000,130900,15.76705552,8.00550004,117.3448434,39.28473222,116.765643,38.26868205
120000,131000,20.67655562,10.68616676,117.3448434,39.28473222,116.5342448,39.10851783
120000,131100,3.08416668,1.18738886,117.3448434,39.28473222,115.8228812,37.76257514
120000,140100,0.9983889,0.2058889,117.3448434,39.28473222,112.3296104,37.88124082
120000,140200,1.16849998,0.26861112,117.3448434,39.28473222,113.7192757,39.90042929
120000,140300,0.2601111,0.072,117.3448434,39.28473222,113.499385,38.06316904
120000,140400,0.3841111,0.06327778,117.3448434,39.28473222,112.915697,36.47603248
120000,140500,0.11922224,0.01944444,117.3448434,39.28473222,112.706737,35.61051272
120000,140600,0.27694444,0.07616666,117.3448434,39.28473222,112.30882,39.68756143
120000,140700,0.69272222,0.13,117.3448434,39.28473222,112.9621265,37.32670067
120000,140800,0.18888888,0.03533332,117.3448434,39.28473222,111.0659043,35.18753039
120000,140900,2.0465,0.29805556,117.3448434,39.28473222,112.4503868,38.68180022
120000,141000,0.33427778,0.04983336,117.3448434,39.28473222,111.3766745,36.22673116
120000,141100,0.20361112,0.04722224,117.3448434,39.28473222,111.2626578,37.67870361
120000,150100,0.57494444,0.1151111,117.3448434,39.28473222,111.4979894,40.59109042
120000,150200,0.20822222,0.03944444,117.3448434,39.28473222,110.2604084,41.54929817
120000,150300,0.03027778,0.00405556,117.3448434,39.28473222,106.8697033,39.42534191
120000,150400,1.08544444,0.28916668,117.3448434,39.28473222,118.8709506,43.22042011
120000,150500,0.29138888,0.07711114,117.3448434,39.28473222,121.5699327,43.81587159
120000,150600,0.21633334,0.03894444,117.3448434,39.28473222,108.6284617,39.41184161
120000,150700,0.23066668,0.0185,117.3448434,39.28473222,121.196017,49.66148768
120000,150800,0.06366668,0.01,117.3448434,39.28473222,107.5476375,41.57244044
120000,150900,0.41622222,0.08588888,117.3448434,39.28473222,112.4430445,41.68253941
120000,152200,0.09422224,0.01749998,117.3448434,39.28473222,121.3364372,46.22525709
120000,152500,0.24861112,0.04477778,117.3448434,39.28473222,115.4835227,44.1929266
120000,152900,0.01688888,0.00133334,117.3448434,39.28473222,102.4489644,40.49706802
120000,210100,1.8417222,0.49405556,117.3448434,39.28473222,123.1376608,42.09432213
120000,210200,1.00549998,0.1583889,117.3448434,39.28473222,122.1845226,39.59005494
120000,210300,0.37344442,0.1,117.3448434,39.28473222,123.3695494,40.38718424
120000,210400,0.18283334,0.04505554,117.3448434,39.28473222,124.6558999,41.83380977
120000,210500,0.14927778,0.03138888,117.3448434,39.28473222,125.2333878,41.29426836
120000,210600,0.2588889,0.05177776,117.3448434,39.28473222,124.397675,40.54039756
120000,210700,1.09477776,0.23472222,117.3448434,39.28473222,121.1824033,41.26794994
120000,210800,0.3408889,0.0881111,117.3448434,39.28473222,122.4511902,40.38894659
120000,210900,0.21972222,0.06238888,117.3448434,39.28473222,121.9551668,42.27925639
120000,211000,0.1512778,0.03961114,117.3448434,39.28473222,123.4101171,41.1449634
120000,211100,0.3923889,0.12188888,117.3448434,39.28473222,121.9940316,41.06596229
120000,211200,0.19322224,0.04455558,117.3448434,39.28473222,124.1706602,42.64387946
120000,211300,0.48905556,0.14666668,117.3448434,39.28473222,120.0678713,41.39653891
120000,211400,2.23055554,0.57894446,117.3448434,39.28473222,120.1251998,40.55580101
120000,220100,0.76872224,0.18477778,117.3448434,39.28473222,125.5838819,44.28310756
120000,220200,0.21205556,0.04855556,117.3448434,39.28473222,126.8432793,43.57964211
120000,220300,0.1536111,0.03805556,117.3448434,39.28473222,124.3840929,43.48353182
120000,220400,0.0737222,0.01844444,117.3448434,39.28473222,125.3054884,42.81082408
120000,220500,0.18344444,0.04233332,117.3448434,39.28473222,125.9491578,41.95618238
120000,220600,0.1047778,0.01872222,117.3448434,39.28473222,127.2852846,42.0696094
120000,220700,0.1316111,0.0312222,117.3448434,39.28473222,123.8786617,44.58790755
120000,220800,0.0848889,0.02027776,117.3448434,39.28473222,123.0118092,45.34651468
120000,222400,0.21744444,0.0178889,117.3448434,39.28473222,129.388574,43.13046517
120000,230100,0.84444446,0.15983332,117.3448434,39.28473222,127.9576274,45.63734134
120000,230200,0.26205554,0.05,117.3448434,39.28473222,124.5456096,47.69965019
120000,230300,0.05394444,0.00827774,117.3448434,39.28473222,132.1669982,45.53466144
120000,230400,0.0265,0.00483334,117.3448434,39.28473222,130.3774546,47.70791847
120000,230500,0.03766668,0.00866666,117.3448434,39.28473222,132.5968405,46.43614361
120000,230600,0.19394444,0.04427778,117.3448434,39.28473222,124.6997901,46.34702605
120000,230700,0.04055556,0.00477776,117.3448434,39.28473222,129.2123818,47.81302224
120000,230800,0.08316666,0.01366666,117.3448434,39.28473222,132.2947431,47.13626974
120000,230900,0.02272222,0.00416668,117.3448434,39.28473222,131.0113049,45.85164327
120000,231000,0.115,0.02277778,117.3448434,39.28473222,129.8890999,44.59628918
120000,231100,0.066,0.01072224,117.3448434,39.28473222,126.9860745,49.2630959
120000,231200,0.18344444,0.03605554,117.3448434,39.28473222,126.6459385,46.89375533
120000,232700,0.00794444,0.00066666,117.3448434,39.28473222,124.2036058,52.32603701
